company,location,state,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,role,department,employee_type,reason,company_size,source
Zomato,Bengaluru,Karnataka,Food Delivery,103,0.209,2024-04-09,Post-IPO,India,2500,DevOps Engineer,Engineering,Intern,Market conditions,Small,Synthetic Practice Data
PharmEasy,New Delhi,Delhi,HealthTech,292,0.096,2022-07-04,Late Stage,India,1200,UI/UX Designer,Design,Contract,Automation,Enterprise,Synthetic Practice Data
Freshworks,Hyderabad,Telangana,SaaS,994,0.14,2021-02-21,Post-IPO,India,484,Recruiter,Human Resources,Intern,Funding issues,Medium,Synthetic Practice Data
Policybazaar,Gurugram,Haryana,Financial Services,342,0.194,2021-07-23,Post-IPO,India,800,Senior Software Engineer,Engineering,Contract,Restructuring,Medium,Synthetic Practice Data
Curefit,Bengaluru,Karnataka,HealthTech,460,0.169,2026-02-02,Late Stage,India,700,Senior Software Engineer,Engineering,Contract,Restructuring,Startup,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,321,0.087,2024-07-15,Late Stage,India,2200,Business Analyst,Business,Part-time,Automation,Large,Synthetic Practice Data
CRED,Mumbai,Maharashtra,FinTech,181,0.028,2024-05-30,Late Stage,India,1000,HR Executive,Human Resources,Part-time,Strategic restructuring,Medium,Synthetic Practice Data
PhonePe,Bengaluru,Karnataka,FinTech,453,0.173,2024-07-07,Late Stage,India,2200,HR Executive,Human Resources,Part-time,Performance optimization,Large,Synthetic Practice Data
Paytm,New Delhi,Delhi,FinTech,224,0.138,2023-12-01,Post-IPO,India,5000,Customer Support Executive,Customer Support,Contract,Funding issues,Medium,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,13,0.111,2024-09-30,Late Stage,India,500,Marketing Executive,Marketing,Part-time,Automation,Small,Synthetic Practice Data
PharmEasy,Bengaluru,Karnataka,HealthTech,99,0.06,2025-01-04,Late Stage,India,1200,DevOps Engineer,Engineering,Full-time,Automation,Large,Synthetic Practice Data
Freshworks,Bengaluru,Karnataka,SaaS,706,0.048,2022-02-07,Post-IPO,India,484,Customer Support Executive,Customer Support,Part-time,Business shutdown,Enterprise,Synthetic Practice Data
Zomato,Bengaluru,Karnataka,Food Delivery,51,0.15,2021-05-11,Post-IPO,India,2500,QA Engineer,Quality Assurance,Full-time,Strategic restructuring,Startup,Synthetic Practice Data
Freshworks,Hyderabad,Telangana,SaaS,1129,0.091,2021-08-05,Post-IPO,India,484,DevOps Engineer,Engineering,Contract,Strategic restructuring,Enterprise,Synthetic Practice Data
Swiggy,Mumbai,Maharashtra,Food Delivery,1054,0.025,2021-09-03,Post-IPO,India,3600,HR Executive,Human Resources,Intern,Funding issues,Medium,Synthetic Practice Data
Wipro,Pune,Maharashtra,IT Services,697,0.146,2021-07-26,Post-IPO,India,0,Recruiter,Human Resources,Contract,Merger and acquisition,Small,Synthetic Practice Data
Infosys,Hyderabad,Telangana,IT Services,917,0.139,2022-03-31,Post-IPO,India,,Project Manager,Project Management,Part-time,Automation,Small,Synthetic Practice Data
Accenture India,Bengaluru,Karnataka,IT Services,150,0.027,2024-10-19,Private,India,0,Finance Analyst,Finance,Contract,Economic slowdown,Large,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,188,0.192,2024-06-21,Late Stage,India,500,Software Engineer,Engineering,Intern,Merger and acquisition,Small,Synthetic Practice Data
Curefit,Hyderabad,Telangana,HealthTech,93,0.121,2022-08-03,Late Stage,India,700,Data Analyst,Analytics,Part-time,Funding issues,Medium,Synthetic Practice Data
Ola,Bengaluru,Karnataka,Transportation,485,0.197,2023-05-03,Late Stage,India,3200,Sales Executive,Sales,Contract,Business shutdown,Startup,Synthetic Practice Data
Zomato,Bengaluru,Karnataka,Food Delivery,425,0.087,2025-10-13,Post-IPO,India,2500,Data Analyst,Analytics,Intern,Market conditions,Large,Synthetic Practice Data
ShareChat,Bengaluru,Karnataka,Social Media,180,0.113,2026-05-26,Late Stage,India,1300,DevOps Engineer,Engineering,contract,Performance optimization,Large,Synthetic Practice Data
PharmEasy,Bengaluru,Karnataka,HealthTech,658,0.146,2026-07-20,Late Stage,India,1200,Product Manager,Product,Contract,Economic slowdown,Large,Synthetic Practice Data
Tech Mahindra,Pune,Maharashtra,IT Services,247,0.048,2024-04-26,Post-IPO,India,0,Product Manager,Product,Intern,Economic slowdown,Medium,Synthetic Practice Data
ShareChat,Mumbai,Maharashtra,Social Media,592,0.133,2026-02-28,Late Stage,India,1300,Product Manager,Product,Part-time ,Automation,Enterprise,Synthetic Practice Data
Swiggy,Hyderabad,Telangana,Food Delivery,1184,0.078,2025-01-28,Post-IPO,India,3600,Data Analyst,Analytics,Full-time,Business shutdown,Large,Synthetic Practice Data
Accenture India,Mumbai,Maharashtra,IT Services,98,0.105,2022-03-28,Private,India,0,Business Analyst,Business,Intern,Automation,Enterprise,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,26,0.128,2025-09-08,Late Stage,India,1200,Sales Executive,Sales,Intern,Economic slowdown,Medium,Synthetic Practice Data
Meesho,Bengaluru,Karnataka,E-commerce,75,0.126,2026-03-02,Late Stage,India,1200,Recruiter,Human Resources,Contract,Strategic restructuring,Large,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,268,0.212,2022-05-24,Late Stage,India,1200,QA Engineer,Quality Assurance,Intern,Merger and acquisition,Enterprise,Synthetic Practice Data
Meesho,Bengaluru,Karnataka,E-commerce,35,0.044,2024-09-22,Late Stage,India,1200,Data Scientist,Data Science,Intern,Market conditions,Small,Synthetic Practice Data
Moglix,Noida,Uttar Pradesh,E-commerce,151,0.101,2024-03-06,Late Stage,India,650,Senior Software Engineer,Engineering,Part-time,Merger and acquisition,Enterprise,Synthetic Practice Data
PhonePe,New Delhi,Delhi,FinTech,360,0.05,2024-11-19,Late Stage,India,2200,Customer Support Executive,Customer Support,Intern,Business shutdown,Enterprise,Synthetic Practice Data
Curefit,Hyderabad,Telangana,HealthTech,398,0.192,2023-09-16,Late Stage,India,700,QA Engineer,Quality Assurance,Intern,Strategic restructuring,Large,Synthetic Practice Data
TCS,Bengaluru,Karnataka,IT Services,320,0.053,2026-05-02,Post-IPO,India,0,Business Analyst,Business,Full-time,Cost cutting,Medium,Synthetic Practice Data
Policybazaar,Mumbai,Maharashtra,Financial Services,157,0.02,2022-05-11,Post-IPO,India,800,Business Analyst,Business,Full-time,Merger and acquisition,Startup,Synthetic Practice Data
BYJU'S,Bengaluru,Karnataka,EdTech,392,0.056,2021-12-18,Late Stage,India,5500,Product Manager,Product,Contract,Restructuring,Startup,Synthetic Practice Data
Freshworks,Chennai,Tamil Nadu,SaaS,592,0.035,2021-03-06,Post-IPO,India,484,Sales Executive,Sales,Contract,Merger and acquisition,Enterprise,Synthetic Practice Data
Tech Mahindra,Pune,Maharashtra,IT Services,140,0.107,2021-02-03,Post-IPO,India,0,HR Executive,Human Resources,Full-time,Restructuring,Enterprise,Synthetic Practice Data
Ola,Bengaluru,Karnataka,Transportation,118,0.134,2023-03-30,Late Stage,India,3200,HR Executive,Human Resources,Full-time,Business shutdown,Enterprise,Synthetic Practice Data
Swiggy,Bengaluru,Karnataka,Food Delivery,288,0.208,2024-01-11,Post-IPO,India,3600,Marketing Executive,Marketing,Intern,Restructuring,Startup,Synthetic Practice Data
Razorpay,Bengaluru,Karnataka,FinTech,513,0.025,2026-06-06,Late Stage,India,800,Finance Analyst,Finance,Full-time,Strategic restructuring,Large,Synthetic Practice Data
Accenture India,Bengaluru,Karnataka,IT Services,153,0.174,2023-10-24,Private,India,0,Operations Executive,Operations,Full-time,Restructuring,Small,Synthetic Practice Data
BYJU'S,Bengaluru,Karnataka,EdTech,12,0.136,2023-10-04,Late Stage,India,5500,Senior Software Engineer,Engineering,Full-time,Market conditions,Medium,Synthetic Practice Data
Freshworks,Chennai,Tamil Nadu,SaaS,1115,0.113,2021-06-02,Post-IPO,India,484,DevOps Engineer,Engineering,Contract,Economic slowdown,Large,Synthetic Practice Data
CRED,,Karnataka,FinTech,600,0.091,2022-12-16,Late Stage,India,1000,Sales Executive,Sales,Contract,Business shutdown,Medium,Synthetic Practice Data
HCLTech,Noida,Uttar Pradesh,IT Services,666,0.067,2022-03-13,Post-IPO,India,0,Marketing Executive,Marketing,Contract,,Large,Synthetic Practice Data
Lenskart,Gurugram,Haryana,Retail,145,0.134,2021-10-06,Late Stage,India,1500,UI/UX Designer,Design,Full-time,Economic slowdown,Small,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,412,0.089,2026-02-05,Late Stage,India,500,Finance Analyst,Finance,Full-time,Automation,Startup,Synthetic Practice Data
Tech Mahindra,Pune,Maharashtra,IT Services,806,0.013,2021-02-25,Post-IPO,India,0,QA Engineer,Quality Assurance,Intern,Cost cutting,Small,Synthetic Practice Data
Curefit,Hyderabad,Telangana,HealthTech,47,0.15,2026-06-26,Late Stage,India,700,Product Manager,Product,Full-time,Cost cutting,Large,Synthetic Practice Data
Policybazaar,New Delhi,Delhi,Financial Services,176,0.092,2021-10-18,Post-IPO,India,800,Data Analyst,Analytics,Full-time,Restructuring,Enterprise,Synthetic Practice Data
Paytm,Noida,Uttar Pradesh,FinTech,732,0.126,,Post-IPO,India,5000,Business Analyst,Business,Contract,Automation,Small,Synthetic Practice Data
Swiggy,New Delhi,Delhi,Food Delivery,303,0.055,2025-04-18,Post-IPO,India,3600,Recruiter,Human Resources,Full-time,Economic slowdown,Small,Synthetic Practice Data
Curefit,Mumbai,Maharashtra,HealthTech,543,0.025,2026-02-15,Late Stage,India,700,Marketing Executive,Marketing,Full-time,Cost cutting,Small,Synthetic Practice Data
Freshworks,Hyderabad,Telangana,,195,0.061,2022-03-20,Post-IPO,India,484,Operations Executive,Operations,Full-time,Market conditions,Large,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,381,0.046,2023-12-19,Late Stage,India,500,UI/UX Designer,Design,Full-time,Funding issues,Medium,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,683,0.032,2025-12-20,Late Stage,India,1200,Marketing Executive,Marketing,Part-time,Funding issues,Medium,Synthetic Practice Data
Accenture India,Chennai,Tamil Nadu,IT Services,190,0.072,2025-12-10,Private,India,0,DevOps Engineer,Engineering,Full-time,Cost cutting,Enterprise,Synthetic Practice Data
Ather Energy,Chennai,Tamil Nadu,Automotive,561,0.014,2025-12-29,Late Stage,India,500,DevOps Engineer,Engineering,Full-time,Restructuring,Medium,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,246,0.082,2024-04-25,Late Stage,India,,QA Engineer,Quality Assurance,Full-time,Business shutdown,Medium,Synthetic Practice Data
HCLTech,Noida,Uttar Pradesh,IT Services,508,0.019,2022-02-18,Post-IPO,India,0,Senior Software Engineer,Engineering,Part-time,Business shutdown,Small,Synthetic Practice Data
Ola,Chennai,Tamil Nadu,Transportation,660,0.032,2021-04-25,Late Stage,India,3200,UI/UX Designer,Design,Part-time,Merger and acquisition,Enterprise,Synthetic Practice Data
Flipkart,Mumbai,Maharashtra,,488,0.145,2021-11-21,Late Stage,India,8700,Marketing Executive,Marketing,Full-time,Automation,Startup,Synthetic Practice Data
Ather Energy,Pune,Maharashtra,Automotive,306,0.093,2022-11-14,Late Stage,India,500,Software Engineer,Engineering,Part-time,Merger and acquisition,Large,Synthetic Practice Data
Myntra,Mumbai,Maharashtra,E-commerce,418,0.207,2025-11-04,Late Stage,India,500,UI/UX Designer,Design,Full-time,Cost cutting,Small,Synthetic Practice Data
Curefit,Hyderabad,Telangana,HealthTech,39,0.06,2024-02-05,Late Stage,India,700,Business Analyst,Business,Full-time,Restructuring,Enterprise,Synthetic Practice Data
HCLTech,Hyderabad,Telangana,IT Services,459,0.07,2022-02-01,Post-IPO,India,0,Data Analyst,Analytics,Contract,Cost cutting,Medium,Synthetic Practice Data
Wipro,Bengaluru,Karnataka,IT Services,622,0.028,2025-07-27,Post-IPO,India,0,Project Manager,Project Management,Full-time,Cost cutting,Medium,Synthetic Practice Data
Udaan,Bengaluru,Karnataka,E-commerce,269,0.088,,Late Stage,India,1200,QA Engineer,Quality Assurance,Contract,Automation,Medium,Synthetic Practice Data
Accenture India,Chennai,Tamil Nadu,IT Services,256,0.036,2023-02-28,Private,India,0,Software Engineer,Engineering,Full-time,Cost cutting,Small,Synthetic Practice Data
Meesho,Mumbai,Maharashtra,E-commerce,501,0.104,2022-10-25,Late Stage,India,1200,DevOps Engineer,Engineering,Full-time,Automation,Enterprise,Synthetic Practice Data
Dream11,Mumbai,Maharashtra,Gaming,606,0.122,2023-08-07,Late Stage,India,1000,Data Scientist,Data Science,Contract,Cost cutting,Medium,Synthetic Practice Data
Policybazaar,Mumbai,Maharashtra,Financial Services,1069,0.147,2021-11-19,Post-IPO,India,800,QA Engineer,Quality Assurance,Intern,Funding issues,Medium,Synthetic Practice Data
Meesho,Gurugram,Haryana,E-commerce,648,0.102,2023-12-20,Late Stage,India,1200,Data Analyst,Analytics,Contract,Economic slowdown,Medium,Synthetic Practice Data
Policybazaar,New Delhi,Delhi,Financial Services,626,0.042,2023-01-05,Post-IPO,India,800,QA Engineer,Quality Assurance,Contract,Business shutdown,Startup,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,617,0.113,2025-10-01,Late Stage,India,500,DevOps Engineer,Engineering,Contract,Business shutdown,Small,Synthetic Practice Data
PhonePe,New Delhi,Delhi,FinTech,545,0.031,2025-03-02,Late Stage,India,2200,HR Executive,Human Resources,Full-time,Business shutdown,Medium,Synthetic Practice Data
Lenskart,Mumbai,Maharashtra,Retail,17,0.145,2021-01-05,Late Stage,India,1500,HR Executive,Human Resources,Intern,Economic slowdown,Large,Synthetic Practice Data
Flipkart,Bengaluru,Karnataka,E-commerce,196,0.074,2022-08-16,Late Stage,India,8700,UI/UX Designer,Design,Part-time,Cost cutting,Small,Synthetic Practice Data
HCLTech,Bengaluru,Karnataka,IT Services,600,0.105,2026-06-17,Post-IPO,India,0,Customer Support Executive,Customer Support,Full-time,Merger and acquisition,Medium,Synthetic Practice Data
Infosys,Hyderabad,Telangana,IT Services,1165,0.114,2023-07-09,Post-IPO,India,0,HR Executive,Human Resources,Intern,Cost cutting,Startup,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,10,0.198,2025-10-19,Late Stage,India,500,Operations Executive,Operations,Intern,Performance optimization,Small,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,474,0.166,2025-02-03,Late Stage,India,500,Marketing Executive,Marketing,Part-time,Economic slowdown,Medium,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,210,0.246,2025-06-11,Late Stage,India,1000,Business Analyst,Business,Full-time,Restructuring,Medium,Synthetic Practice Data
OYO,Bengaluru,Karnataka,Travel,709,0.133,2022-12-15,Post-IPO,India,4300,QA Engineer,Quality Assurance,Contract,Merger and acquisition,Medium,Synthetic Practice Data
Curefit,Mumbai,Maharashtra,HealthTech,213,0.192,2024-08-27,Late Stage,India,700,Recruiter,human resources,Intern,Performance optimization,Startup,Synthetic Practice Data
HCLTech,Chennai,Tamil Nadu,IT Services,187,0.041,2025-10-07,Post-IPO,India,0,Customer Support Executive,Customer Support,Intern,Economic slowdown,Large,Synthetic Practice Data
PharmEasy,New Delhi,Delhi,HealthTech,370,0.149,2025-09-06,Late Stage,India,1200,Recruiter,Human Resources,Full-time,Merger and acquisition,Medium,Synthetic Practice Data
Ola,New Delhi,Delhi,Transportation,253,0.089,2021-07-15,Late Stage,India,3200,QA Engineer,Quality Assurance,Part-time,Performance optimization,Large,Synthetic Practice Data
BYJU'S,Bengaluru,Karnataka,EdTech,526,0.1,2021-06-10,Late Stage,India,,Recruiter,Human Resources,Full-time,Performance optimization,Large,Synthetic Practice Data
BYJU'S,Bengaluru,Karnataka,EdTech,680,0.054,2023-07-07,Late Stage,India,5500,DevOps Engineer,Engineering,Part-time,Funding issues,Enterprise,Synthetic Practice Data
Zomato,New Delhi,Delhi,Food Delivery,42,0.115,2022-08-03,Post-IPO,India,2500,HR Executive,Human Resources,Part-time ,Restructuring,Startup,Synthetic Practice Data
ShareChat,New Delhi,Delhi,Social Media,560,0.09,2025-11-13,Late Stage,India,1300,Marketing Executive,Marketing,Contract,Funding issues,Medium,Synthetic Practice Data
Meesho,Bengaluru,Karnataka,E-commerce,404,0.054,2024-03-20,Late Stage,India,1200,Product Manager,Product,Intern,Performance optimization,Large,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,177,0.161,2023-06-08,Late Stage,India,1200,Senior Software Engineer,Engineering,Part-time,Restructuring,Medium,Synthetic Practice Data
Curefit,Bengaluru,Karnataka,HealthTech,306,0.085,2021-12-05,Late Stage,India,700,Customer Support Executive,Customer Support,Intern,Market conditions,Small,Synthetic Practice Data
Unacademy,Jaipur,Rajasthan,EdTech,71,0.028,2023-09-24,Late Stage,India,800,Recruiter,Human Resources,Full-time,Economic slowdown,Medium,Synthetic Practice Data
Zomato,New Delhi,Delhi,Food Delivery,453,0.206,2024-11-10,Post-IPO,India,2500,Software Engineer,Engineering,Full-time,Performance optimization,Large,Synthetic Practice Data
Lenskart,New Delhi,Delhi,Retail,261,0.095,2023-12-04,Late Stage,India,1500,DevOps Engineer,Engineering,Intern,Merger and acquisition,Enterprise,Synthetic Practice Data
Dream11,Gurugram,Haryana,Gaming,438,0.129,2024-02-17,Late Stage,India,1000,Sales Executive,Sales,Full-time,Market conditions,Enterprise,Synthetic Practice Data
Myntra,Bengaluru,Karnataka,E-commerce,597,0.12,2026-03-10,Late Stage,India,500,Product Manager,Product,Part-time,Performance optimization,Large,Synthetic Practice Data
Curefit,Bengaluru,Karnataka,HealthTech,639,0.025,2023-07-16,Late Stage,India,700,Marketing Executive,Marketing,Part-time,,Small,Synthetic Practice Data
PharmEasy,Mumbai,Maharashtra,HealthTech,423,0.025,2022-03-15,Late Stage,India,1200,project manager,Project Management,Part-time,Performance optimization,Medium,Synthetic Practice Data
Policybazaar,New Delhi,Delhi,Financial Services,226,0.039,2021-02-04,Post-IPO,India,800,Marketing Executive,Marketing,Full-time,Economic slowdown,Enterprise,Synthetic Practice Data
Swiggy,New Delhi,Delhi,Food Delivery,602,0.029,2026-03-09,Post-IPO,India,3600,UI/UX Designer,Design,Full-time,Strategic restructuring,Medium,Synthetic Practice Data
ShareChat,Bengaluru,Karnataka,Social Media,340,0.211,2024-10-15,Late Stage,India,1300,Finance Analyst,Finance,Part-time,Merger and acquisition,Enterprise,Synthetic Practice Data
